#Overview of data in ClinVar by gene, dated September 29, 2015
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number
MIR7157	102465692	4	4	-	-	-
MIR7158	102465693	13	13	-	-	-
MIR7159	102466816	2	2	-	-	-
MIR7160	102465695	56	56	-	-	-
MIR7161	102465694	14	14	-	-	-
MIR7162	102466227	2	2	-	-	-
MIR718	100313781	124	124	-	-	300929
MIR744	100126313	4	4	-	-	-
MIR7515	102466235	15	15	-	-	-
MIR7515HG	102800314	15	15	-	-	-
MIR758	768212	21	21	-	-	-
MIR759	100313778	31	31	-	-	-
MIR760	100126348	2	2	-	-	-
MIR761	100313892	2	2	-	-	-
MIR762	100313837	4	4	-	-	-
MIR762HG	101928736	4	4	-	-	-
MIR764	100313838	80	80	-	-	-
MIR7641-1	102465752	6	6	-	-	-
MIR7641-2	102465753	10	10	-	-	-
MIR765	768220	3	3	-	-	-
MIR766	768218	82	82	-	-	-
MIR767	768215	100	100	-	-	-
MIR769	768217	3	3	-	-	-
MIR770	768222	24	24	-	-	-
MIR7702	102465800	18	18	-	-	-
MIR7703	102465801	11	11	-	-	-
MIR7704	102465802	11	11	-	-	-
MIR7705	102466854	20	20	-	-	-
MIR7706	102465803	12	12	-	-	-
MIR7843	102465832	4	4	-	-	-
MIR7844	102465834	3	3	-	-	-
MIR7845	102465835	13	13	-	-	-
MIR7846	102465836	25	25	-	-	-
MIR7847	102465993	12	12	-	-	-
MIR7848	102466865	29	29	-	-	-
MIR7849	102465837	12	12	-	-	-
MIR7850	102465838	7	7	-	-	-
MIR7851	102467003	4	4	-	-	-
MIR7852	102465839	9	9	-	-	-
MIR7853	102466866	21	21	-	-	-
MIR7854	102465840	21	21	-	-	-
MIR7855	102465841	5	5	-	-	-
MIR7856	102465842	4	4	-	-	-
MIR7973-1	102466250	5	5	-	-	-
MIR7973-2	102465855	5	5	-	-	-
MIR7974	102465856	6	6	-	-	-
MIR7975	102466872	13	13	-	-	-
MIR7976	102465857	5	5	-	-	-
MIR7977	102465858	14	14	-	-	-
MIR7978	102465859	10	10	-	-	-
MIR802	768219	34	34	-	-	616090
MIR8052	102466873	38	38	-	-	-
MIR8053	102467004	4	4	-	-	-
MIR8054	102465860	7	7	-	-	-
MIR8055	102465861	50	50	-	-	-
MIR8056	102465862	9	9	-	-	-
MIR8057	102466874	17	17	-	-	-
MIR8058	102465863	29	29	-	-	-
MIR8059	102466918	5	5	-	-	-
MIR8060	102465864	4	4	-	-	-
MIR8061	102466251	11	11	-	-	-
MIR8062	102465865	20	20	-	-	-
MIR8063	102466875	9	9	-	-	-
MIR8064	102465866	2	2	-	-	-
MIR8065	102465867	10	10	-	-	-
MIR8066	102465868	4	4	-	-	-
MIR8067	102465869	2	2	-	-	-
MIR8068	102466876	6	6	-	-	-
MIR8069-2	103504736	37	37	-	-	-
MIR8070	102465870	3	3	-	-	-
MIR8071-1	102465871	39	39	-	-	-
MIR8071-2	102466889	39	39	-	-	-
MIR8072	102466877	9	9	-	-	-
MIR8073	102465872	53	53	-	-	-
MIR8074	102465873	7	7	-	-	-
MIR8075	102465874	56	56	-	-	-
MIR8076	102466253	14	14	-	-	-
MIR8077	102465875	3	3	-	-	-
MIR8078	102466878	9	9	-	2	-
MIR8079	102465876	29	29	-	-	-
MIR8080	102465877	7	7	-	-	-
MIR8081	102465995	22	22	-	-	-
MIR8082	102465878	4	4	-	-	-
MIR8083	102466879	3	3	-	-	-
MIR8084	102467005	21	21	-	-	-
MIR8086	102465880	7	7	-	-	-
MIR8087	102465881	6	6	-	-	-
MIR8088	102466880	82	82	-	-	-
MIR8089	102465882	12	12	-	-	-
MIR8485	103504737	28	28	-	-	-
MIR873	100126316	36	36	-	-	616137
MIR874	100126343	5	5	-	-	-
MIR875	100126309	19	19	-	-	-
MIR876	100126310	36	36	-	-	-
MIR877	100126314	3	3	-	-	611619
MIR885	100126334	22	22	-	-	-
MIR887	100126347	38	38	-	-	-
MIR888	100126306	98	98	-	-	-
MIR889	100126345	21	21	-	-	-
MIR890	100126303	98	98	-	-	-
MIR891A	100126341	97	97	-	-	-
MIR891B	100126304	98	98	-	-	-
MIR892A	100126342	98	98	-	-	-
MIR892B	100126307	98	98	-	-	-
MIR892C	102466721	98	98	-	-	-
MIR9-1	407046	4	4	-	-	611186
MIR9-2	407047	12	12	-	-	611187
MIR9-3	407051	11	11	-	-	611188
MIR920	100126320	14	14	-	-	-
MIR921	100126349	10	10	-	-	-
MIR922	100126321	29	29	-	-	-
MIR924	100126323	26	26	-	-	-
MIR92A1	407048	39	39	-	-	609422
MIR92A2	407049	87	87	-	-	-
MIR92B	693235	5	5	-	-	-
MIR93	407050	9	9	-	-	612984
MIR933	100126350	16	16	-	-	-
MIR934	100126324	88	88	-	-	-
MIR935	100126325	9	9	-	-	-
MIR936	100126326	5	5	-	-	-
MIR937	100126338	29	29	-	-	-
MIR938	100126327	5	5	-	-	-
MIR939	100126351	34	34	-	-	-
MIR940	100126328	7	7	-	-	-
MIR941-1	100126329	17	17	-	-	-
MIR941-2	100126339	17	17	-	-	-
MIR941-3	100126352	17	17	-	-	-
MIR941-4	100126330	17	17	-	-	-
MIR941-5	103504732	17	17	-	-	-
MIR942	100126331	6	6	-	-	-
MIR943	100126332	77	77	-	-	-
MIR944	100126340	22	22	-	-	-
MIR95	407052	32	32	-	-	613185
MIR9500	103504730	9	9	-	-	-
MIR96	407053	14	14	4	2	611606
MIR98	407054	81	81	-	-	300810
MIR99A	407055	44	44	-	-	614509
MIR99AHG	388815	43	43	-	-	615964
MIR99B	407056	8	8	-	-	614510
MIRLET7A1	406881	17	17	-	-	605386
MIRLET7A2	406882	21	21	-	-	612142
MIRLET7A3	406883	34	34	-	-	612143
MIRLET7B	406884	34	34	-	-	611249
MIRLET7BHG	400931	34	34	-	-	-
MIRLET7C	406885	44	44	-	-	612144
MIRLET7D	406886	17	17	-	-	612145
MIRLET7DHG	158257	18	18	-	1	-
MIRLET7E	406887	8	8	-	-	611250
MIRLET7F1	406888	17	17	-	-	612146
MIRLET7F2	406889	81	81	-	-	300721
MIRLET7G	406890	2	2	-	-	612102
MIRLET7I	406891	5	5	-	-	612148
MIS12	79003	11	11	-	-	609178
MIS18A	54069	33	33	-	-	-
MIS18BP1	55320	6	6	-	-	-
MISP	126353	13	13	-	-	615289
MITD1	129531	9	9	-	3	-
MITF	4286	16	15	10	10	156845
MIXL1	83881	17	17	-	-	609852
MKI67	4288	36	36	1	-	176741
MKKS	8195	48	40	29	12	604896
MKL1	57591	7	7	-	-	606078
MKL2	57496	5	5	-	-	609463
MKLN1	4289	13	13	-	2	605623
MKLN1-AS	100506881	13	13	-	-	-
MKNK1	8569	1	1	-	-	606724
MKNK1-AS1	100507423	1	1	-	-	-
MKNK2	2872	11	11	-	-	605069
MKRN1	23608	19	19	-	-	607754
MKRN2	23609	13	13	-	-	608426
MKRN2OS	100129480	13	13	-	-	-
MKRN3	7681	155	155	4	4	603856
MKS1	54903	41	40	25	25	609883
MKX	283078	6	6	-	-	601332
MKX-AS1	101929202	6	6	-	-	-
MLANA	2315	82	82	-	-	605513
MLC1	23209	89	86	27	17	605908
MLEC	9761	8	8	-	1	613802
MLF1	4291	10	10	-	-	601402
MLF2	8079	15	15	-	-	601401
MLH1	4292	1433	1203	1415	619	120436
MLH3	27030	21	19	13	5	604395
MLIP	90523	6	6	-	1	614106
MLIP-IT1	100874282	5	5	-	-	-
MLK7-AS1	339751	8	8	-	-	-
MLKL	197259	18	18	-	-	615153
MLLT1	4298	6	6	-	-	159556
MLLT10	8028	8	8	-	-	602409
MLLT11	10962	2	2	-	-	604684
MLLT3	4300	41	41	-	1	159558
MLLT4	4301	35	35	-	4	159559
MLLT4-AS1	653483	24	24	-	-	-
MLLT6	4302	3	3	-	-	600328
MLN	4295	1	1	-	-	158270
MLNR	2862	33	33	-	-	602885
MLPH	79083	42	42	3	4	606526
MLST8	64223	8	8	-	-	612190
MLX	6945	4	4	-	-	602976
MLXIP	22877	13	13	-	-	608090
MLXIPL	51085	66	66	-	2	605678
MLYCD	23417	49	49	18	9	606761
MMAA	166785	26	25	13	9	607481
MMAB	326625	18	17	14	7	607568
MMACHC	25974	46	41	37	25	609831
MMADHC	27249	20	20	13	11	611935
MMD	23531	4	4	-	-	604467
MMD2	221938	19	19	-	-	614581
MME	4311	10	10	-	1	120520
MMEL1	79258	68	68	-	2	-
MMGT1	93380	85	85	-	-	-
MMP1	4312	9	7	3	1	120353
MMP10	4319	6	6	-	-	185260
MMP11	4320	43	43	-	-	185261
MMP12	4321	6	6	-	-	601046
MMP13	4322	15	15	10	7	600108
MMP14	4323	12	12	1	1	600754
MMP15	4324	4	4	-	-	602261
MMP16	4325	18	18	-	-	602262
MMP17	4326	12	12	-	-	602285
MMP19	4327	3	3	1	2	601807
MMP2	4313	16	16	11	8	120360
MMP20	9313	11	11	4	4	604629
MMP21	118856	28	28	-	-	608416
MMP23A	8511	80	80	-	-	603320
MMP23B	8510	78	78	-	-	603321
MMP24	10893	8	8	-	1	604871
MMP24-AS1	101410538	8	8	-	-	-
MMP25	64386	10	10	-	-	608482
MMP25-AS1	100507419	10	10	-	-	-
MMP26	56547	5	5	-	-	605470
MMP27	64066	6	6	-	-	-
MMP28	79148	1	1	-	-	608417
MMP3	4314	7	7	1	-	185250
MMP7	4316	6	6	-	-	178990
MMP8	4317	7	7	1	1	120355
MMP9	4318	7	7	4	1	120361
MMRN1	22915	9	9	-	-	601456
MMRN2	79812	16	16	-	2	608925
MMS19	64210	4	4	-	-	614777
MMS22L	253714	4	4	-	-	615614
MN1	4330	11	11	-	1	156100
MNAT1	4331	7	7	-	-	602659
MND1	84057	13	13	-	-	611422
MNDA	4332	5	5	-	-	159553
MNS1	55329	2	2	-	-	610766
MNT	4335	28	28	-	2	603039
MNX1	3110	56	56	10	11	142994
MNX1-AS1	645249	45	45	-	-	-
MNX1-AS2	105375606	49	49	-	4	-
MOAP1	64112	10	10	-	-	609485
MOB1A	55233	3	3	-	-	609281
MOB1B	92597	9	9	-	-	609282
MOB2	81532	11	11	-	-	611969
MOB3A	126308	10	10	-	-	-
MOB3B	79817	37	37	-	-	-
MOB3C	148932	1	1	-	-	-
MOB4	25843	16	16	-	-	609361
MOBP	4336	2	2	-	-	600948
MOCOS	55034	23	23	-	-	613274
MOCS1	4337	8	8	5	6	603707
MOCS2	4338	15	15	9	9	603708
MOCS3	27304	7	7	-	-	609277
MOG	4340	5	5	1	1	159465
MOGAT1	116255	14	14	-	-	610268
MOGAT2	80168	3	3	-	-	610270
MOGAT3	346606	8	8	-	-	610184
MOGS	7841	17	17	12	4	601336
MOK	5891	25	25	-	1	605762
MON1A	84315	2	2	-	-	611464
MON1B	22879	18	18	-	-	608954
MON2	23041	6	6	-	1	-
MORC1	27136	10	10	-	-	603205
MORC2	22880	9	9	-	-	-
MORC2-AS1	150291	9	9	-	-	-
MORC3	23515	38	38	-	-	610078
MORC4	79710	83	83	-	-	-
MORF4	10934	32	32	-	-	116960
MORF4L1	10933	6	6	-	-	607303
MORF4L2	9643	89	89	-	-	300409
MORF4L2-AS1	340544	89	89	-	-	-
MORN1	79906	74	74	-	1	-
MORN2	729967	6	6	-	-	-
MORN3	283385	11	11	-	-	-
MORN4	118812	4	4	-	-	-
MORN5	254956	15	15	-	-	-
MOS	4342	18	18	-	-	190060
MOSPD1	56180	87	87	-	-	300674
MOSPD2	158747	87	87	-	-	-
MOSPD3	64598	8	8	-	-	609125
MOV10	4343	5	5	-	-	610742
MOV10L1	54456	52	52	-	1	605794
MOXD1	26002	2	2	-	-	609000
MPC1	51660	28	28	2	3	614738
MPC1L	347411	76	76	-	-	-
MPC2	25874	8	8	-	-	614737
MPDU1	9526	18	17	8	4	604041
MPDZ	8777	62	62	4	5	603785
MPG	4350	20	20	-	-	156565
MPHOSPH10	10199	4	4	-	-	605503
MPHOSPH6	10200	27	27	-	-	605500
MPHOSPH8	54737	15	15	-	3	611626
MPHOSPH9	10198	9	9	-	-	605501
MPI	4351	28	28	18	6	154550
MPL	4352	42	39	15	11	159530
MPLKIP	136647	18	18	5	5	609188
MPND	84954	11	11	-	-	-
MPO	4353	15	14	11	9	606989
MPP1	4354	107	107	-	-	305360
MPP2	4355	7	7	-	-	600723
MPP3	4356	10	10	-	-	601114
MPP4	58538	18	18	-	-	606575
MPP5	64398	2	2	-	-	606958
MPP6	51678	17	17	-	-	606959
MPP7	143098	7	7	-	-	610973
MPPE1	65258	40	40	-	1	611900
MPPED1	758	18	18	-	-	602112
MPPED2	744	6	6	-	-	600911
MPRIP	23164	64	64	-	2	612935
MPST	4357	9	9	-	-	602496
MPV17	4358	30	30	9	21	137960
MPV17L	255027	127	127	-	5	-
MPV17L2	84769	6	6	-	-	616133
MPZ	4359	66	64	58	52	159440
MPZL1	9019	8	8	-	-	604376
MPZL2	10205	9	9	-	-	604873
MPZL3	196264	9	9	-	-	611707
MR1	3140	8	8	2	-	600764
MRAP	56246	41	41	8	9	609196
MRAP2	112609	12	12	1	-	615410
MRAS	22808	16	16	-	-	608435
MRC1	4360	12	12	1	-	153618
MRC2	9902	6	6	-	-	612264
MRE11A	4361	274	269	230	24	600814
MREG	55686	10	10	-	-	609207
MRFAP1	93621	35	35	-	-	-
MRFAP1L1	114932	35	35	-	-	-
MRGBP	55257	13	13	-	-	611157
MRGPRD	116512	3	3	-	-	607231
MRGPRE	116534	10	10	-	-	607232
MRGPRF	116535	3	3	-	-	607233
MRGPRF-AS1	101928200	3	3	-	-	-
MRGPRG	386746	10	10	-	-	607234
MRGPRG-AS1	283303	10	10	-	-	-
MRGPRX1	259249	4	4	-	-	607227
MRGPRX2	117194	3	3	-	-	607228
MRGPRX3	117195	4	4	-	-	607229
MRGPRX4	117196	3	3	-	-	607230
MRI1	84245	10	10	1	1	615105
MRLN	100507027	6	6	-	-	616246
MRM1	79922	35	35	-	-	-
MRO	83876	21	21	-	-	608080
MROH1	727957	31	31	-	-	-
MROH2A	339766	20	20	-	-	-
MROH2B	133558	7	7	-	-	-
MROH3P	647215	2	2	-	-	-
MROH5	389690	27	27	-	-	-
MROH6	642475	28	28	-	-	-
MROH7	374977	6	6	-	-	-
MROH7-TTC4	100527960	6	6	-	-	-
MROH8	140699	5	5	-	-	-
MROH9	80133	12	12	-	1	-
MRPL1	65008	10	10	-	-	611821
MRPL10	124995	5	5	-	-	611825
MRPL11	65003	2	2	-	-	611826
MRPL12	6182	9	9	-	-	602375
MRPL13	28998	25	25	-	-	610200
MRPL14	64928	5	5	-	-	611827
MRPL15	29088	15	15	-	-	611828
MRPL17	63875	4	4	-	-	611830
MRPL18	29074	11	11	-	-	611831
MRPL19	9801	6	6	-	-	611832
MRPL2	51069	5	5	-	-	611822
MRPL20	55052	78	78	-	-	611833
MRPL21	219927	3	3	-	-	611834
MRPL22	29093	6	6	-	-	611835
MRPL23	6150	31	30	-	5	600789
MRPL23-AS1	100133545	16	16	-	-	-
MRPL24	79590	3	3	-	-	611836
MRPL27	51264	5	5	-	-	611837
MRPL28	10573	19	19	-	-	604853
MRPL3	11222	8	8	1	1	607118
MRPL30	51263	6	6	-	-	611838
MRPL32	64983	11	11	-	-	611839
MRPL33	9553	7	7	-	-	610059
MRPL34	64981	5	5	-	-	611840
MRPL35	51318	9	9	-	-	611841
MRPL36	64979	67	67	-	-	611842
MRPL37	51253	7	7	-	1	611843
MRPL38	64978	4	4	-	-	611844
MRPL39	54148	38	38	-	-	611845
MRPL4	51073	3	3	-	-	611823
MRPL40	64976	168	168	-	-	605089
MRPL41	64975	42	42	-	-	611846
MRPL42	28977	4	4	-	-	611847
MRPL43	84545	5	5	-	-	611848
MRPL44	65080	21	21	1	1	611849
MRPL45	84311	3	3	-	1	611850
MRPL46	26589	11	11	-	-	611851
MRPL47	57129	15	15	-	-	611852
MRPL48	51642	7	7	-	-	611853
MRPL50	54534	20	20	-	-	611854
MRPL51	51258	14	14	-	-	611855
MRPL52	122704	11	11	-	-	611856
MRPL53	116540	5	5	-	-	611857
MRPL54	116541	11	11	-	-	611858
MRPL55	128308	17	17	-	-	611859
MRPL57	78988	25	25	-	-	611997
MRPL9	65005	1	1	-	-	611824
MRPS10	55173	4	4	-	-	611976
MRPS11	64963	10	10	-	-	611977
MRPS12	6183	2	2	-	-	603021
MRPS14	63931	10	10	-	-	611978
MRPS15	64960	2	2	-	-	611979
MRPS16	51021	9	9	1	1	609204
MRPS17	51373	11	11	-	-	611980
MRPS18A	55168	7	7	-	-	611981
MRPS18B	28973	3	3	-	-	611982
MRPS18C	51023	14	14	-	-	611983
MRPS2	51116	27	27	-	-	611971
MRPS21	54460	3	3	-	-	611984
MRPS22	56945	19	19	2	2	605810
MRPS23	51649	6	6	-	-	611985
MRPS24	64951	9	9	-	-	611986
MRPS25	64432	9	9	-	-	611987
MRPS26	64949	16	16	-	-	611988
MRPS27	23107	2	2	-	-	611989
MRPS28	28957	19	19	-	-	611990
MRPS30	10884	7	7	-	-	611991
MRPS31	10240	26	26	-	-	611992
MRPS33	51650	20	20	-	-	611993
MRPS34	65993	14	14	-	-	611994
MRPS35	60488	10	10	-	-	611995
MRPS36	92259	4	4	-	-	611996
MRPS5	64969	5	5	-	-	611972
MRPS6	64968	34	34	-	-	611973
MRPS7	51081	3	3	-	-	611974
MRPS9	64965	12	12	-	1	611975
MRRF	92399	15	15	-	-	604602
MRS2	57380	6	6	-	-	-
MRTO4	51154	9	9	-	-	-
MRVI1	10335	4	4	-	-	604673
MRVI1-AS1	100129827	4	4	-	-	-
MS4A1	931	2	2	1	1	112210
MS4A12	54860	1	1	-	-	606550
MS4A13	503497	1	1	-	-	-
MS4A14	84689	1	1	-	-	-
MS4A2	2206	2	2	1	-	147138
MS4A3	932	1	1	-	-	606498
MS4A4A	51338	1	1	-	-	606547
MS4A4E	643680	1	1	-	-	608401
MS4A5	64232	1	1	-	-	606499
MS4A6A	64231	1	1	-	-	606548
MS4A6E	245802	1	1	-	-	608402
MS4A7	58475	1	1	-	-	606502
MSANTD1	345222	61	61	-	-	-
MSANTD2	79684	30	30	-	1	-
MSANTD3	91283	20	20	-	-	-
MSANTD3-TMEFF1	100526694	20	20	-	-	-
MSANTD4	84437	6	6	-	-	-
MSC	9242	16	16	-	-	603628
MSC-AS1	100132891	17	17	-	2	-
MSGN1	343930	12	12	-	-	612209
MSH2	4436	1443	1235	1419	584	609309
MSH3	4437	3	3	1	1	600887
MSH4	4438	5	5	-	-	602105
MSH5	4439	1	1	-	-	603382
MSH5-SAPCD1	100532732	1	1	-	-	-
MSH6	2956	1228	996	1215	246	600678
MSI1	4440	6	6	-	-	603328
MSI2	124540	8	8	-	1	607897
MSL1	339287	4	4	-	-	614801
MSL2	55167	14	14	-	-	614802
MSL3	10943	94	94	-	-	300609
MSLN	10232	20	20	-	-	601051
MSMB	4477	23	23	1	1	157145
MSMO1	6307	21	21	-	-	607545
MSMP	692094	33	33	-	-	612191
MSN	4478	61	61	-	1	309845
MSR1	4481	61	59	4	3	153622
MSRA	4482	71	71	-	3	601250
MSRB1	51734	11	11	-	-	606216
MSRB2	22921	4	4	-	-	613782
MSRB3	253827	12	12	8	3	613719
MSS51	118490	7	7	-	-	614773
MST1	4485	3	3	-	-	142408
MST1L	11223	19	19	-	-	-
MST1R	4486	2	2	-	-	600168
MSTN	2660	13	13	1	2	601788
MSTO1	55154	3	3	-	-	-
MSX1	4487	57	57	10	10	142983
MSX2	4488	18	18	8	8	123101
MT-ATP6	4508	19	15	17	15	516060
MT-ATP8	4509	3	3	3	2	516070
MT-CO1	4512	19	14	18	13	516030
MT-CO2	4513	5	5	5	5	516040
MT-CO3	4514	10	8	9	8	516050
MT-CYB	4519	66	66	14	65	516020
MT-ND1	4535	29	23	25	22	516000
MT-ND2	4536	7	6	7	5	516001
MT-ND3	4537	12	7	11	6	516002
MT-ND4	4538	8	6	7	6	516003
MT-ND4L	4539	2	2	2	2	516004
MT-ND5	4540	22	14	20	13	516005
MT-ND6	4541	19	12	15	12	516006
MT-RNR1	4549	54	46	54	6	561000
MT-RNR2	4550	2	2	2	2	561010
MT-TA	4553	4	4	4	4	590000
MT-TC	4511	2	2	2	4	590020
MT-TD	4555	1	1	1	1	590015
MT-TE	4556	6	5	4	5	590025
MT-TF	4558	7	7	7	7	590070
MT-TG	4563	3	3	3	3	590035
MT-TH	4564	5	4	5	4	590040
MT-TI	4565	8	7	8	7	590045
MT-TK	4566	11	7	11	7	590060
MT-TL1	4567	24	13	24	12	590050
MT-TL2	4568	3	3	3	3	590055
MT-TM	4569	1	1	1	1	590065
MT-TN	4570	4	3	4	3	590010
MT-TP	4571	4	4	4	2	590075
MT-TQ	4572	3	3	3	3	590030
MT-TR	4573	2	2	2	2	590005
MT-TS1	4574	22	16	22	10	590080
MT-TS2	4575	3	2	3	2	590085
MT-TT	4576	7	7	2	5	590090
MT-TV	4577	4	3	4	3	590105
MT-TW	4578	9	8	9	8	590095
MT-TY	4579	4	4	4	4	590100
MT1A	4489	3	3	-	-	156350
MT1B	4490	3	3	-	-	156349
MT1E	4493	3	3	-	-	156351
MT1F	4494	3	3	-	-	156352
MT1G	4495	3	3	-	-	156353
MT1H	4496	3	3	-	-	156354
MT1HL1	645745	19	19	-	-	-
MT1IP	644314	3	3	-	-	156355
MT1JP	4498	3	3	-	-	156356
MT1L	4500	3	3	-	-	156358
MT1M	4499	3	3	-	-	156357
MT1X	4501	3	3	-	-	156359
MT2A	4502	3	3	-	-	156360
MT3	4504	3	3	-	-	139255
MT4	84560	3	3	-	-	606206
MTA1	9112	38	38	-	-	603526
MTA2	9219	4	4	-	-	603947
MTA3	57504	7	7	-	-	609050
MTAP	4507	43	43	2	2	156540
MTBP	27085	26	26	-	-	605927
MTCH1	23787	3	3	-	-	610449
MTCH2	23788	5	5	-	-	613221
MTCL1	23255	47	47	-	1	615766
MTCP1	4515	118	118	-	-	300116
MTDH	92140	18	18	-	-	610323
MTERF1	7978	3	3	-	-	602318
MTERF2	80298	6	6	-	-	-
MTERF3	51001	18	18	-	-	-
MTERF4	130916	57	57	-	1	615393
MTF1	4520	1	1	-	-	600172
MTF2	22823	3	3	-	-	609882
MTFMT	123263	21	19	10	8	611766
MTFP1	51537	9	9	-	-	610235
MTFR1	9650	15	15	-	-	-
MTFR1L	56181	2	2	-	-	-
MTFR2	113115	4	4	-	-	-
MTG1	92170	50	50	-	-	-
MTG2	26164	9	9	-	-	610919
MTHFD1	4522	8	8	2	-	172460
MTHFD1L	25902	7	7	-	1	611427
MTHFD2	10797	3	3	-	-	604887
MTHFD2L	441024	10	10	-	1	614047
MTHFR	4524	101	96	70	52	607093
MTHFS	10588	6	6	-	-	604197
MTHFSD	64779	21	21	-	-	-
MTIF2	4528	4	4	-	-	603766
MTIF3	219402	17	17	-	-	-
MTL5	9633	3	3	-	-	604374
MTM1	4534	250	248	148	129	300415
MTMR1	8776	99	99	-	-	300171
MTMR10	54893	98	98	-	2	-
MTMR11	10903	1	1	-	-	-
MTMR12	54545	12	12	-	1	606501
MTMR14	64419	30	30	3	1	611089
MTMR2	8898	17	17	10	5	603557
MTMR3	8897	9	9	-	-	603558
MTMR4	9110	4	4	-	-	603559
MTMR6	9107	16	16	-	-	603561
MTMR7	9108	44	44	-	-	603562
MTMR8	55613	65	65	-	-	-
MTMR9	66036	60	60	-	-	606260
MTNR1A	4543	68	68	-	-	600665
MTNR1B	4544	9	9	4	-	600804
MTO1	25821	12	12	4	4	614667
MTOR	2475	30	30	1	2	601231
MTOR-AS1	100873935	25	25	-	-	-
MTPAP	55149	8	7	3	1	613669
MTPN	136319	15	15	-	-	606484
MTR	4548	47	45	25	11	156570
MTRF1	9617	28	28	-	-	604601
MTRF1L	54516	7	7	-	-	613542
MTRNR2L1	100462977	9	9	-	-	-
MTRNR2L10	100463488	68	68	-	-	-
MTRNR2L2	100462981	2	2	-	-	-
MTRNR2L3	100462983	9	9	-	-	-
MTRNR2L4	100463285	10	10	-	-	-
MTRNR2L5	100463289	10	10	-	-	-
MTRNR2L6	100463482	34	34	-	-	-
MTRNR2L7	100288485	2	2	-	-	-
MTRNR2L8	100463486	4	4	-	-	-
MTRNR2L9	100463487	14	14	-	-	-
MTRR	4552	84	78	33	6	602568
MTSS1	9788	27	27	-	-	608486
MTSS1L	92154	15	15	1	1	-
MTTP	4547	23	22	18	9	157147
MTURN	222166	6	6	-	-	-
MTUS1	57509	52	48	-	1	609589
MTUS2	23281	19	19	-	2	-
MTUS2-AS1	100874107	18	18	-	-	-
MTX1	4580	5	5	-	-	600605
MTX2	10651	12	12	-	1	608555
MTX3	345778	2	2	-	-	-
MUC1	4582	6	6	1	1	158340
MUC12	10071	8	8	-	-	604609
MUC13	56667	7	7	-	-	612181
MUC15	143662	8	8	-	-	608566
MUC16	94025	3	3	-	-	606154
MUC17	140453	8	8	-	-	608424
MUC19	283463	3	3	-	-	612170
MUC2	4583	10	10	-	-	158370
MUC20	200958	32	32	-	-	610360
MUC21	394263	1	1	-	-	-
MUC22	100507679	1	1	-	-	613917
MUC3A	4584	7	7	-	-	158371
MUC4	4585	26	26	-	1	158372
MUC5AC	4586	11	11	-	-	158373
MUC5B	727897	56	55	45	-	600770
MUC6	4588	13	13	-	-	158374
MUC7	4589	11	11	1	-	158375
MUC8	100129528	13	13	-	-	601932
MUCL1	118430	2	2	-	-	610857
MUL1	79594	7	7	-	-	612037
MUM1	84939	11	11	-	1	-
MUM1L1	139221	84	84	-	1	-
MURC	347273	20	20	-	-	-
MUS81	80198	1	1	-	-	606591
MUSK	4593	37	37	19	7	601296
MUSTN1	389125	2	2	-	-	-
MUT	4594	86	78	57	36	609058
MUTYH	4595	350	270	340	45	604933
MVB12A	93343	6	6	-	-	-
MVB12B	89853	19	19	-	-	-
MVD	4597	26	26	-	1	603236
MVK	4598	120	110	31	17	251170
MVP	9961	116	116	-	2	605088
MX1	4599	45	45	-	-	147150
MX2	4600	45	45	-	-	147890
MXD1	4084	3	3	-	-	600021
MXD3	83463	26	26	-	-	609450
MXD4	10608	69	69	-	-	-
MXI1	4601	13	13	4	4	600020
MXRA5	25878	115	115	-	-	300938
MXRA7	439921	3	3	-	-	-
MXRA8	54587	78	78	-	-	-
MYADM	91663	10	10	-	-	609959
MYADML2	255275	11	11	-	-	-
MYB	4602	2	2	-	-	189990
MYBBP1A	10514	22	22	-	-	604885
MYBL1	4603	15	15	-	-	159405
MYBL2	4605	2	2	-	-	601415
MYBPC1	4604	13	13	10	3	160794
MYBPC2	4606	5	5	-	-	160793
MYBPC3	4607	1250	890	1244	379	600958
MYBPH	4608	1	1	-	-	160795
MYBPHL	343263	7	7	1	-	-
MYC	4609	30	30	4	4	190080
MYCBP	26292	4	4	-	-	606535
MYCBP2	23077	34	34	-	1	610392
MYCBP2-AS1	100874212	32	32	-	-	-
MYCBPAP	84073	5	5	-	-	609835
MYCLP1	4611	84	84	-	-	310310
MYCN	4613	25	25	10	7	164840
MYCNOS	10408	13	13	-	-	605374
MYCNUT	103752554	13	13	-	-	615968
MYCT1	80177	8	8	-	-	-
MYD88	4615	11	11	4	4	602170
MYDGF	56005	12	12	-	-	606746
MYEF2	50804	2	2	-	-	-
MYEOV	26579	3	3	-	-	605625
MYEOV2	150678	50	50	-	-	-
MYF5	4617	9	9	-	1	159990
MYF6	4618	10	10	1	1	159991
MYH1	4619	5	5	-	-	160730
MYH10	4628	8	8	2	1	160776
MYH11	4629	341	323	189	11	160745
MYH13	8735	8	8	-	1	603487
MYH14	79784	117	114	110	6	608568
MYH15	22989	9	9	-	-	609929
MYH16	84176	7	7	-	-	608580
MYH2	4620	23	23	19	10	160740
MYH3	4621	37	36	32	12	160720
